timestamp,value-0,value-1,value-2,is_anomaly
0,0.9703652738045261,0.06333953031483033,-2.0018857299190884,0
1,0.9455840739625265,-0.03795561153454683,-1.8903014639283888,0
2,1.051945579452773,0.026382001845426294,-2.213525078586679,0
3,0.9957371996893243,0.0666579660355646,-1.9389343648137514,0
4,1.0591902487766947,0.11176493517521179,-2.029468036342557,0
5,1.0908774963910488,0.12975442378907148,-1.983055855470495,0
6,1.0242237713610305,0.19377777241644642,-2.062890399145119,0
7,1.117906257614308,0.2879315166820099,-1.9901400864490624,0
8,1.0904121580625867,0.26737569708557496,-1.7698841825375995,0
9,1.0708599863282242,0.2767996188565187,-1.817908052635302,0
10,1.2063896193934616,0.3526749163091322,-1.5205508646225079,0
11,1.1466277775504436,0.31832299678610226,-1.680188910200515,0
12,1.176658398286789,0.40715318104288895,-1.4889608655412876,0
13,1.1358277262245542,0.3615343950999819,-1.4677309952154203,0
14,1.2165858990795393,0.4618136165954172,-1.315518166777892,0
15,1.216225914292098,0.4735422534493323,-1.4399302266475396,0
16,1.2231260491955513,0.48975734662295695,-1.280380936162091,0
17,1.2159072407836742,0.46486849316539147,-1.2493036208558896,0
18,1.2666333346257481,0.63232541247336,-1.1687598402090016,0
19,1.2949933438549341,0.5786018530109694,-1.0150836588217533,0
20,1.2827627498277034,0.5402306355762049,-0.8443223525518597,0
21,1.30643840451083,0.5589343966955841,-0.8000980328260481,0
22,1.2920978663181346,0.7018341934849832,-0.8089192089717956,0
23,1.3270240023677324,0.6719289767487051,-1.0297690488225533,0
24,1.3509283235149026,0.7748436574600142,-0.5314613863618025,0
25,1.3902332173868253,0.6103442720236666,-0.43319219376509865,0
26,1.372498769413425,0.7461254618314646,-0.7586912203260348,0
27,1.3608083873074721,0.875154484057539,-0.40761316432987393,0
28,1.3685960123985907,0.7528854302587339,-0.14919481816725022,0
29,1.38578562421368,0.8494395919084825,-0.611900906721013,0
30,1.4287955947692956,0.8466229601629812,-0.3079297602949318,0
31,1.410304356726219,0.8022571978605476,-0.45019891487332364,0
32,1.431562014999678,0.8503437912197238,-0.25671722298542377,0
33,1.4740138491051211,0.8139199489085633,-0.36911488593350006,0
34,1.456376386191097,0.9281408123091037,-0.0652129795806391,0
35,1.4460278368652326,0.8078163178403448,-0.16403292527470326,0
36,1.4456727829199472,0.854492491157813,-0.11337479044396503,0
37,1.5045199914724243,0.9747755779376033,-0.21269687117590985,0
38,1.509474444921683,0.9602212267300083,-0.015005006737861759,0
39,1.5155194282729345,0.9736925446022311,0.04824637751798089,0
40,1.5343960090616955,0.8428278385716637,-0.26361374522285885,0
41,1.4878591902335914,0.9686294665249385,-0.10323821834134184,0
42,1.4864576376627292,0.9220740356815161,-0.1460694118997361,0
43,1.5048450687870465,0.932211580081848,-0.06481886566205075,0
44,1.5674869011281591,0.9958813705616613,-0.5263338156016646,0
