timestamp,value-0,value-1,is_anomaly
0,0.0,0.0,0
1,0.1535441973306555,0.8106830298146535,0
2,1.0301560724174457,1.2282429074076113,0
3,1.2126881445698448,1.8218537666875747,0
4,1.3176212636123434,2.3064164980033577,0
5,1.9347202444704013,2.5460713798508943,0
6,2.5341213245604273,2.9619985985507586,0
7,3.0776764536441847,2.7551726002865347,0
8,3.1153134702599323,3.466111117139533,0
9,3.9031549775206327,3.500832606909604,0
10,4.6267470079094695,3.150775588178424,0
11,5.077925887982714,2.8363407472445465,0
12,5.485791056834816,3.28953643827651,0
13,5.970379224545978,3.275517444646879,0
14,6.691863653896402,3.704402105221497,0
15,7.435588050482157,3.9284617897259846,0
16,8.09626282036155,4.359799536994911,0
17,8.421189852627409,4.4081979167494385,0
18,8.963844375689947,4.453678496540495,0
19,8.984840975243616,5.002956150143364,0
20,9.782726553990656,5.323928392918786,0
21,10.591053657266537,5.040878518524467,0
22,11.274452536597504,4.807763623613298,0
23,12.047749786655645,4.490272524670798,0
24,12.86273088163609,4.494362447448408,0
25,13.053991661888373,4.960390799361005,0
26,13.73894628323242,5.178576674774248,0
27,14.095368486517497,4.982081228943126,0
28,14.108031156724127,5.453684962522486,0
29,14.431808992986113,5.768998959466746,0
30,14.771628351970335,5.7489740932262885,0
31,15.090987978719642,6.125169578646556,0
32,15.142485239382218,5.5521236204650375,0
33,15.572396155887725,5.28390973539622,0
34,15.74406739551462,5.699796596803548,0
35,16.49690746027028,5.202475371115256,0
36,17.317438712753958,4.960412324016085,0
37,17.227911117845878,4.675104253153659,0
38,17.90341192658097,5.088014941702939,0
39,18.06571345313346,5.208686892965208,0
40,18.0995741212886,4.859340337278961,0
41,18.880055384518908,5.2258094318087585,0
42,19.600495813994698,5.585368381729034,0
43,20.278668068560965,5.499782892845077,0
44,20.849456376016626,5.495827802148964,0
45,20.69675423113198,5.081597967428274,0
46,20.854154238626315,4.896602981030014,0
47,21.22905572087135,4.756355524106454,0
48,21.46897527182816,4.700213041437632,0
49,21.649578486659415,4.724253664513524,0
50,22.276531264618846,4.794836882658995,0
51,22.873229982553895,4.507471447651463,0
52,23.190727849659872,4.768312548965962,0
53,23.33509599445496,5.10126607091977,0
54,23.727372935376312,4.597261615637863,0
55,24.30987900294522,4.307690095751185,0
56,24.921543128915623,4.615177438008802,0
57,25.38163443173164,4.849940603108031,0
58,25.37394010117162,5.353878373621203,0
59,25.705796408533065,5.3940580804751965,0
60,26.252880279866655,4.972240523946011,0
61,26.85082957909884,5.081168610607321,0
62,26.6616853208055,5.103243294149397,0
63,27.282163960512253,5.507014763653009,0
64,27.644065357148527,5.480930557993953,0
65,27.872385203338695,5.098404195652685,0
66,27.77534957400531,5.292898463186728,0
67,28.196476965398652,4.765260278151846,0
68,28.26392908479168,5.012659181579421,0
69,28.120535093278704,5.258045409379515,0
70,28.206335379851502,5.672117268640564,0
71,28.855201210299715,5.299718225067626,0
72,29.380056660253434,5.108565324974391,0
73,29.45651436885322,5.453373397389526,0
74,29.677094600494087,5.626433238937535,0
75,29.69997329905944,5.843890839972024,0
76,30.133644140210098,6.216036602506235,0
77,30.020973179058416,5.835910074544642,0
78,30.715041212948677,5.888212556190901,0
79,30.542813198913574,6.035349048300612,0
80,30.405321171501274,5.938189034533325,0
81,31.052737751756986,5.8586505966231535,0
82,31.34279622496027,5.701006725493669,0
83,31.839422059824205,5.323046100172187,0
84,32.03683857728674,5.1424101786642105,0
85,32.569558725501466,5.084677546304681,0
86,32.471766726863486,5.469149492506792,0
87,32.69011199337634,5.760858712870992,0
88,32.74615788436938,6.143043401678866,0
89,33.104926093062325,6.483839015712377,0
90,33.0464948159104,6.435720182832319,0
91,32.892864376449694,5.843372433028521,0
92,32.71104781343634,5.99638081042776,0
93,33.248932402250325,5.459211780384791,0
94,33.27796581764969,5.4371120604866565,0
95,33.40148069109408,4.955833948651248,0
96,33.345273070206545,4.91775458250909,0
97,33.03944207923227,4.987951568225462,0
98,33.4458682149915,4.693306463899868,0
99,33.59178281106257,4.65559318641875,0
100,33.58583858461451,4.900209396801363,0
101,34.01362912086254,4.669210254169019,0
102,34.663358188659785,4.679885832055906,0
103,35.279122845210566,4.299390023808619,0
104,35.762965316949895,4.450592842365807,0
105,36.36095748422802,4.653854573779112,0
106,36.68325916578297,4.830976114822622,0
107,36.4827903680296,4.957730803069069,0
108,36.52235828672366,5.184720571398154,0
109,36.49862347149833,5.417262659249867,0
110,37.09332290389154,4.9939175183154205,0
111,37.257504274363356,5.14447663156757,0
112,37.2950647516313,5.438619222246484,0
113,37.80385271121195,5.4315621542763965,0
114,37.87553782301489,5.622110699179289,0
115,37.61625784597912,5.662779859993771,0
116,37.487967535201925,6.0511743003942495,0
117,37.699896296465504,6.332545224032606,0
118,37.61255050806275,6.214812769741032,0
119,37.45665210389757,6.37377814079464,0
120,37.55761083575209,5.878942240054194,0
121,37.35665005150642,6.068549167284529,0
122,37.071789401299114,5.940559228423667,0
123,36.96239239947916,6.270920745440615,0
124,36.826484526840716,5.811901147221584,0
125,36.9091347356352,5.903278365357002,0
126,37.22987498971967,5.958818809613705,0
127,37.17753775201174,5.389027786933495,0
128,37.46348311400735,5.750771357813995,0
129,37.40649880641833,5.327338566487837,0
130,37.333576007574855,5.349996388903578,0
131,37.72804759140846,5.495600079325918,0
132,37.9155418929986,5.823499100076312,0
133,38.30476402382458,5.441253421354978,0
134,38.65608754745152,5.157652392393254,0
135,39.25599623980731,4.9245216419112445,0
136,38.93352399221722,5.06721896590357,0
137,39.169897817854206,5.320248705308991,0
138,39.5865029447006,5.761595060846708,0
139,39.9539726568418,6.0391506008198785,0
140,40.49107949737406,5.6929199620198085,0
141,40.27224927454222,5.673349454757139,0
142,40.23197971568998,5.146846542005749,0
143,40.64606075311157,4.856533956939964,0
144,40.690398934444524,5.14364818386104,0
145,40.86527160030371,5.608830145567983,0
146,41.29395218562608,5.8838507481092215,0
147,41.678016639836265,6.044255231079118,0
148,41.84371503447363,6.21374240614379,0
149,42.031530276744476,6.023120370609699,0
150,42.13824370501227,5.964643680202161,0
