timestamp,value-0,value-1,value-2,value-3,value-4,value-5,value-6,value-7,value-8,value-9,is_anomaly
0,0.3431522304439487,0.432373132762939,-4.5,0.4715834336701734,-3.4703547617180437,-4.5,-3.202317110899987,-4.4895274971652075,-3.7800384635377675,-0.9449952720537782,0
1,0.34563189146562934,0.4375949532645729,-4.485813593584575,0.47478384573248,-3.4786136030014383,-4.496533036988874,-3.189463944856418,-4.492932635629582,-3.797347852079368,-0.9444228979735148,0
2,0.34833951861806334,0.4430931304325716,-4.470658854550462,0.4778380715713242,-3.48674467145563,-4.493517235144898,-3.178613891301617,-4.495758884713931,-3.8133548741188026,-0.943688135855268,0
3,0.3503744154716437,0.44832333166266736,-4.455234938602998,0.48027959149103827,-3.495507630543445,-4.490438594076158,-3.1677808117970727,-4.497614740891663,-3.8286240088809476,-0.9428181955898194,0
4,0.3534857869883137,0.45391823927290753,-4.439490049416001,0.4825939082991275,-3.50270238725831,-4.487330481181056,-3.156892526500102,-4.498884396863554,-3.8437451075366535,-0.9418131940833616,0
5,0.35724107337175415,0.4593083995692915,-4.421998926662683,0.48524565786102114,-3.511291184397841,-4.483080164222352,-3.1478807248114316,-4.499545448116612,-3.858760750396187,-0.9406186937052841,0
6,0.36118782745475153,0.463323190222773,-4.40486763719911,0.48732354435222947,-3.519073849523266,-4.479361641523036,-3.140765742700998,-4.5,-3.873688078625781,-0.9380117333558198,0
7,0.36575037508124364,0.4665691968430896,-4.386703759490485,0.48927136114840053,-3.5275670373646832,-4.475608780884162,-3.1336564872753394,-4.499855888113032,-3.887971218567528,-0.9339921853400452,0
8,0.37004782604231634,0.47022747629631745,-4.366834062892019,0.4910880420393009,-3.5360506977239914,-4.471828448115582,-3.1285793069452565,-4.499885366375947,-3.9016272265497536,-0.9297278346551827,0
9,0.37405543368127514,0.473729131401579,-4.346677808635236,0.4932592688978339,-3.5430474848355566,-4.467454392318541,-3.124602077964009,-4.499678747042042,-3.914099483404941,-0.9252179783105414,0
10,0.3781962948200688,0.47653267628120144,-4.325529010432479,0.49442898567132243,-3.550072743660466,-4.461919617023277,-3.120793548532713,-4.498844972312929,-3.9270463666285593,-0.9204623506352485,0
11,0.3824447225467438,0.48042207858197905,-4.30549433536837,0.4964170787795008,-3.557918451690211,-4.4569221815684035,-3.1191377205827298,-4.4969929107712225,-3.939911222764919,-0.9166300473419733,0
12,0.38765189105510345,0.4836268156505086,-4.285182659455454,0.49784664076336416,-3.564382612560714,-4.451945663592841,-3.1167460153558775,-4.495320099457704,-3.953284341241855,-0.9113303557050836,0
13,0.3933845086090826,0.4867287545137864,-4.264642115402927,0.49918256845810527,-3.5701878705253165,-4.44590045208979,-3.1146905512680805,-4.4934175196882045,-3.967157975833941,-0.9069571227872941,0
14,0.39918952699353616,0.48916062462977195,-4.244608380099847,0.5,-3.576089715248232,-4.439936194693983,-3.1120839406452365,-4.4920593744243735,-3.9820729594302176,-0.9017049973420634,0
15,0.40502208693121977,0.4909293724595267,-4.223692538390016,0.4998526548862978,-3.5821541813301025,-4.433534638477227,-3.1109524036029805,-4.490062120276795,-3.9968776294967516,-0.8967455934174404,0
16,0.4104289067958895,0.4920144261011732,-4.203318123227769,0.49966970161907387,-3.589893341558861,-4.426723977942822,-3.1094048137010546,-4.487424987935945,-4.010993993147859,-0.8914433927432586,0
17,0.4163018485874317,0.4929963834305431,-4.182096900691812,0.49900383330896547,-3.597102920290844,-4.420104553464689,-3.107506526453657,-4.484517147889098,-4.025563671026984,-0.8863871973255841,0
18,0.4217590048702542,0.4950576900090975,-4.160765907967479,0.49783123255163186,-3.6045380643565386,-4.4136776835135665,-3.105320516428014,-4.480931899183704,-4.041156001778342,-0.8804136117176102,0
19,0.4263463213032055,0.49760420409804196,-4.137936569253972,0.49568270564626404,-3.612230404663758,-4.407991762565388,-3.1039091376112795,-4.4762808126031866,-4.056074514100934,-0.8729434333947972,0
20,0.43091412971000587,0.4988661715441305,-4.116438196798025,0.49255386699162074,-3.620211207067169,-4.403048274950819,-3.10137271112378,-4.4713578064760355,-4.071411735525864,-0.8652047634727036,0
21,0.43543569405745863,0.49999999999999956,-4.094163156860564,0.4889051607782049,-3.6277542048908087,-4.397703032335278,-3.1006821399093694,-4.465756290288644,-4.0865670202751225,-0.8578141777328949,0
22,0.44035299001627104,0.49980933990276855,-4.072503095268091,0.4856624210974787,-3.637092497485691,-4.3924786635316515,-3.100845458557571,-4.460270753667098,-4.101487647281819,-0.8501380386827468,0
23,0.4456599393401115,0.4988745746682781,-4.0500699357989225,0.48282056161377884,-3.648223080686488,-4.387324548426575,-3.1027829122554684,-4.4544956702650955,-4.11669456419009,-0.8409586416772292,0
24,0.4513308779519134,0.4978024026057595,-4.0282877263407055,0.47988849914241216,-3.660421143918449,-4.383335996247322,-3.10550053112817,-4.449208845106355,-4.131640335961045,-0.8308930240845926,0
25,0.45603522362154925,0.4966518057442495,-4.0071748853643765,0.4768202587383912,-3.6729963218679806,-4.378821411258485,-3.1099614987089925,-4.443636857808304,-4.146924477201461,-0.8205853559915428,0
26,0.4606239452022449,0.4954546899431378,-3.985376439909652,0.47268032447067254,-3.6852238179871053,-4.374354866625392,-3.11516978528625,-4.437395015407007,-4.162026590188638,-0.8094837765933629,0
27,0.46419403607662124,0.49303944682243994,-3.9643493876495266,0.469285395435989,-3.6963435052955687,-4.369937241481182,-3.1201726838923274,-4.430875051911011,-4.176999829187571,-0.7982324163755219,0
28,0.4684928129681758,0.49001104083987546,-3.9441126387574963,0.46527656450746635,-3.707796520132395,-4.36499622314731,-3.1269303040926806,-4.42367463375148,-4.191846085590617,-0.7856673911041143,0
29,0.47351470962047904,0.48639888629143435,-3.9239663422951887,0.46156101025635987,-3.7188200670708147,-4.3601305110268225,-3.1334397574447883,-4.415797911177002,-4.2065674173978715,-0.7741853497397857,0
