timestamp,value-0,value-1,is_anomaly
0,0.0,0.0,0
1,0.8450215361416267,0.8167527218670858,0
2,1.4841632446369375,1.7978161443277894,0
3,2.0124603118698556,1.9935712106447818,0
4,2.2662284740055014,2.3802448470531843,0
5,2.6889324042016884,3.1875986972687658,0
6,3.575878324655589,3.5384622849221516,0
7,4.5211794596912185,4.431162707766332,0
8,4.931754028817655,5.25492106577379,0
9,5.044573887848903,5.713605725858444,0
10,5.757248327412595,6.002038124732507,0
11,5.780339913226816,5.997481918282664,0
12,6.674901230400801,6.455999286545642,0
13,6.827197292714359,7.293556169439561,0
14,7.769380693833635,7.546690419225373,0
15,8.355366757980805,7.7970204499320115,0
16,9.080629008459868,8.666980655589906,0
17,9.108486123940562,9.0511817079226,0
18,9.907560456254247,9.649842259881044,0
19,10.089795717622469,9.945537550943374,0
20,10.558078748454584,10.591054146262557,0
21,11.017179483253152,10.799128544942334,0
22,11.43218232367278,11.658027086686712,0
23,11.478951419462343,11.875240533495637,0
24,11.676928076449935,12.156991616684383,0
25,12.262681582364829,12.229703895159147,0
26,12.689176458843225,12.935258583363165,0
27,13.331300191572044,13.485149024787109,0
28,14.271664437119423,13.759258271917288,0
29,15.269674387783438,14.003710154331984,0
30,15.452358479393617,14.67116278961556,0
31,15.962329409058807,14.86940027197605,0
32,16.208653511429485,15.542198256528623,0
33,16.772651527093924,16.011189109486992,0
34,17.234918694108977,16.06554626557448,0
35,17.572501414557564,16.033596424215908,0
36,17.913690797341992,16.785960256866936,0
37,18.488553917865715,16.664302730082362,0
38,19.252703983618144,17.265320191573103,0
39,20.012196360621616,17.709200838620724,0
40,20.043708009405723,17.91474896259392,0
41,20.368984254043525,17.75673777414966,0
42,20.45464942611069,17.999595188997667,0
43,21.335412855087437,18.78134015998329,0
44,22.078838523163398,18.81915639771067,0
45,23.000559868226635,19.608945149142993,0
46,23.43080657039994,19.934752899013326,0
47,23.776810233497475,20.58745259234451,0
48,24.074493423887226,20.490285983295397,0
49,24.530494661889126,20.45491511496901,0
50,24.961448300480065,20.835794865695448,0
51,25.76405045075626,21.319423144965622,0
52,26.502606122927904,21.69674641633294,0
53,26.58397285160651,22.359807749482748,0
