timestamp,value-0,value-1,value-2,value-3,value-4,value-5,value-6,value-7,is_anomaly
0,0.3271852363765312,0.29379426859227414,0.29156654809095267,0.22248479558351536,0.2541586840151218,0.22801170744017793,0.29276772831548215,0.3167182498338432,0
1,0.3712611543797825,0.4334900816998348,0.43631773985222827,0.3450836961366384,0.4101599895154044,0.31580155405327837,0.28578110679975594,0.40491031960335216,0
2,0.6270375427115423,0.669632363638845,0.6380264829240019,0.6590889406950314,0.6985578551394914,0.6121359562100093,0.6183427817012834,0.6774915206366959,0
3,1.1293030603376106,1.1489852131817262,1.1324734954755005,1.2658346295961893,1.1695501478134014,1.1558753742992212,1.1651116509600405,1.0797039196749423,0
4,1.8349621117205106,1.766307185288106,1.716679288600838,1.697900289559675,1.8370920692663326,1.8475916009601279,1.6505416319103907,1.7716012942570083,0
5,2.537288734151488,2.618603809378632,2.506761939548716,2.50304319562106,2.4742400170619403,2.4912592952181973,2.4757913750422613,2.4751300257282574,0
6,3.316481077127887,3.2921237345056555,3.3995836932024224,3.341224517427511,3.3355648926005914,3.332452772930456,3.3241148864133416,3.3261340422766468,0
7,4.085412819397737,4.1600781905291315,4.18123597001952,4.274422773723216,4.049544528358785,4.091994924712989,4.0365656885420895,4.1985498264847125,0
8,5.079399467931384,4.985473645631993,4.92465141332798,4.8938853954198285,5.0747781837382435,5.014749800777664,5.01316089468326,5.007287303904611,0
9,5.779896523500076,5.7129868238009,5.752580529996455,5.821869548086379,5.882718158675832,5.72928317517396,5.722510058961898,5.727577019470782,0
10,6.443982620310018,6.374011721854115,6.37464969275236,6.44057375237797,6.477786374672155,6.461005717439194,6.488426650565427,6.433984115770135,0
11,6.910193138316296,6.958815241569338,6.8732703794180745,6.778074157647395,6.8934177839108095,6.8401233717444345,6.83062909423964,6.840303251456831,0
12,6.943289715687838,7.001073080161938,6.95312409668924,6.945576479160302,7.017255085492344,6.894267718139153,7.089150156904404,6.893029414741825,0
13,6.75841234720685,6.703246420588438,6.670984318724803,6.613330491996397,6.707555097387749,6.774059294546674,6.697042416131928,6.724130692640317,0
14,6.130585291236228,5.928351013088574,6.076005081292138,6.065626453333764,5.986974385131166,5.969400763963877,6.00161601329414,6.001579065852228,0
15,5.0477057335252375,5.015502353153617,5.046858004971186,5.066799928429949,4.973294027171874,4.971009738938037,4.96342683330829,5.065410736299887,0
16,3.712307840819319,3.7588082418272344,3.8283703192729033,3.7951299642286407,3.76496293537504,3.688867076399623,3.7579731178740423,3.821176007406285,0
17,2.3718840793079234,2.3272653367233826,2.3763922219783162,2.362867294699175,2.320277592403824,2.363975289012037,2.470253999942761,2.3952097768396605,0
18,0.855428361773118,0.8208923988545203,0.9398627383786617,0.8492833206269436,0.8014878588412235,0.9220266727351847,0.8241440869050605,0.8427508956824825,0
19,-0.46828532302629633,-0.6492488899102096,-0.4825380849887627,-0.5227625110204727,-0.5576916185622989,-0.5537094556444474,-0.5070864389436734,-0.5288309322576148,0
20,-1.7400670895692416,-1.821953623732573,-1.7088130361759832,-1.7844328729681735,-1.7387668942572667,-1.6825101255922719,-1.7450962420059317,-1.7670340088053715,0
21,-2.536529525730558,-2.5772484288914828,-2.6507456952478368,-2.5280765409579176,-2.5876965497830433,-2.551968851979843,-2.5799819954608023,-2.5669598440314325,0
22,-3.000713591500797,-3.0057013932327394,-2.9222125277410806,-2.9569760368486278,-3.039651217415824,-2.963267976790047,-2.9958954380189313,-2.9577337406408213,0
23,-2.9434559380664713,-2.9654166335313397,-3.0021303337655088,-3.0028431192607643,-2.9668445129652823,-2.917459720154184,-3.0201843266293342,-2.924589653530909,0
24,-2.6123301735112086,-2.673459881473131,-2.5938264027740714,-2.587974519741657,-2.61097571436956,-2.667472081067968,-2.5766401835256127,-2.6398837905083323,0
25,-1.8875519649614318,-1.886163909897311,-1.9382637964263778,-1.8972728527737464,-2.033840886347142,-2.015517252956386,-2.0549502257450825,-1.9969474519412909,0
26,-1.0998347734112761,-1.154042085560315,-1.1759177412080914,-1.089012868570988,-1.1747065844386417,-1.1804472580196634,-1.1492380448604116,-1.1961004683665606,0
27,-0.33994433255428397,-0.2561519891566221,-0.3245273345022833,-0.3241766607439437,-0.35513849328769204,-0.31360889971715555,-0.2977164558405449,-0.24203189308340411,0
28,0.4834881048435534,0.5550940922083895,0.576517268272846,0.5332706751219034,0.514877288569294,0.529204102154694,0.45814076557097816,0.573594472045889,0
29,1.1347216898712933,1.2017641052983068,1.2102391833708064,1.1930765805711478,1.1662990605901016,1.2318102177743835,1.2598760200814314,1.1928469426163915,0
30,1.609789752434767,1.536815999316109,1.4335555654389107,1.4571118675406918,1.5053743774699555,1.629098659823527,1.5970094767236707,1.4166863954070663,0
31,1.606169421888247,1.6137270545960574,1.6131390877112919,1.6100467885952576,1.519242796666481,1.5694906652535134,1.5946416497990141,1.5684540116295547,0
32,1.4234736417711333,1.4851603324472138,1.3468438551934483,1.3768634821662138,1.448250359723461,1.4473730397581506,1.3524456158449898,1.4011395437690235,0
33,1.151216817317656,1.052078250299622,1.0657905175311546,1.070351356616657,1.1255545302093715,1.0328960781603886,1.0738943616725558,1.106511793511651,0
34,0.5863122615226315,0.6025497570636692,0.7354517915365033,0.6601248332112384,0.6176365058506273,0.7359010835572771,0.6789652410601332,0.6234104748184078,0
35,0.2646952845262372,0.17313804281469714,0.14437502482778114,0.1115333096734804,0.10860405449834262,0.12596338106149121,0.11504572946440364,0.1992212715850309,0
36,-0.18925312910312464,-0.26876921511797075,-0.32798533003444136,-0.24246270492939523,-0.23112903238219937,-0.24464911206336704,-0.22955282879819494,-0.27025247366135224,0
37,-0.626586406994289,-0.6153143224704724,-0.6342994989756452,-0.49331054486480186,-0.6506854615663829,-0.6713299372475156,-0.6672252593960118,-0.5796279413125118,0
38,-0.7846627461212254,-0.7037804580124453,-0.735586047589438,-0.762969319989757,-0.8030151083150797,-0.7573505207384345,-0.8243644975553599,-0.8010664231913809,0
39,-0.7189279823958098,-0.8001937771576685,-0.7077761147416213,-0.7766168652032676,-0.8178796532513383,-0.7265618322409181,-0.7891592502595676,-0.8037302551352135,0
40,-0.6245679806698151,-0.6411950014781799,-0.6401310141965154,-0.7023359507423049,-0.6533629539148902,-0.6087995077939458,-0.6439310515641968,-0.6141749406566689,0
41,-0.44861811109086175,-0.47324918945541183,-0.4775383172479723,-0.47839912698156295,-0.47069240271041857,-0.48774676427568286,-0.49376973368376614,-0.46369062884596735,0
42,-0.27558444671585064,-0.223108757144669,-0.24133985082690879,-0.26591889778232464,-0.2861944372428301,-0.22661281562660449,-0.16983114806913058,-0.22081657480746164,0
43,0.044849660980793044,0.005045370637723614,-0.0004963720940147701,-0.03673739786894363,0.03645756609032408,-0.01778467586166459,-0.07190625040621836,-0.10509545469515816,0
44,0.13553617791691788,0.18153810060184122,0.11349293223377205,0.10301487662126,0.17554828451286825,0.178146590071897,0.21181728505533254,0.13299600432882833,0
45,0.3004390567951734,0.23631799626381605,0.2619920957169635,0.2960433090226522,0.31559717323286235,0.37323593084917955,0.2946006631014173,0.2626442722747596,0
46,0.341656306803194,0.23303098445704334,0.3713733578427224,0.35182081587182507,0.31875724597284033,0.3136479630255776,0.3829034060566495,0.3832249720014499,0
47,0.36186299585754556,0.34309472185232026,0.3671739733569249,0.30304747828709805,0.3146617363664998,0.2977332105932145,0.2304915902884423,0.41921130145860663,0
48,0.2401297180745221,0.21292836479011956,0.26061910211396583,0.21419184051207033,0.21177616246804942,0.2548027626450295,0.21029531569396998,0.3117128900552414,0
49,0.17167571275931198,0.13675758202298383,0.10068883246547408,0.16314265712999151,0.1669602829943518,0.11295441971909831,0.1731597635775698,0.13976567717366342,0
50,0.03829438071392059,0.06462946722727618,0.03584293194774439,0.07678985751923437,0.015671944355219763,0.008044446407366297,0.021249457549719193,-0.05306524544168628,0
51,0.00041126023243571314,-0.12456582421275729,-0.017694589261186475,-0.060859954107019776,-0.05559479473458433,-0.014955558155796234,-0.03719713282866717,-0.04412202994395335,0
52,-0.04495639619994273,-0.035596693335560294,-0.09441066969695619,-0.07826990660722567,-0.061880065808157664,-0.12014958006482307,-0.05501570871532685,-0.1959110317172995,0
