timestamp,value-0,value-1,is_anomaly
0,0.0018647466867797158,-0.000727411850450217,0
1,0.03791126973314181,0.029908222380944278,0
2,0.03468993101130311,0.05730791093761748,0
3,0.09417626148629502,0.09201238158154963,0
4,0.13074568307992843,0.13668348341090358,0
5,0.1480302588824363,0.15117972379997477,0
6,0.18362483599253412,0.1872478027522692,0
7,0.20815871781987058,0.21160027015217142,0
8,0.26098344474798385,0.25173919185795013,0
9,0.2949207941249806,0.2736881661470008,0
10,0.3240500222353215,0.3096606321302824,0
11,0.34084242285233696,0.3366460310542082,0
12,0.36764009318629465,0.3427292674552817,0
13,0.3886338311233985,0.3935421098362589,0
14,0.4523544143864155,0.44920128078320415,0
15,0.4654274289201123,0.44455202884241907,0
16,0.47587490461096854,0.4580797112732786,0
17,0.49839314541130036,0.5083496035633427,0
18,0.5365644527087808,0.5260155311758223,0
19,0.5533210371418977,0.5657109455200889,0
20,0.574338538496766,0.5783189902188844,0
21,0.6232216365095544,0.6159200876310682,0
22,0.6341891275665332,0.6269432626233533,0
23,0.6684200715118759,0.673939024788107,0
24,0.6882458022268242,0.6892675033113911,0
25,0.7083713012485157,0.7110367147017601,0
26,0.724324005715015,0.7114547582132104,0
27,0.7431228080008856,0.7364804009370538,0
28,0.7721930012504717,0.7747808448475105,0
29,0.7933642007645417,0.7953292698071385,0
30,0.8146616556830855,0.8239909377237146,0
31,0.824620448250599,0.8186137287283389,0
32,0.8474232502467055,0.8334668833969467,0
33,0.8775600497043726,0.8532156746109819,0
34,0.880336309717641,0.884753914146041,0
35,0.9033127113940824,0.8973431662156457,0
36,0.9191496963668714,0.8987927880856358,0
37,0.9154445409158286,0.9213450587641825,0
38,0.9423656241341585,0.9416835486358127,0
39,0.9392938231739327,0.9597698779068174,0
40,0.9433541886017639,0.9424372531968148,0
41,0.9630266425161591,0.9560146390078929,0
42,0.9731207897677967,0.9539107508176204,0
43,0.9839572326069886,0.9724695547853482,0
44,0.9910047464521129,0.9847227605344797,0
45,1.0107863930233199,0.9858906900995311,0
46,1.0169184115034124,0.9925823299633124,0
47,1.0067314029052306,1.000592757722882,0
48,0.9879201285268443,0.9900861765808054,0
49,0.9969648082866034,0.9877621101026666,0
50,0.9834936356888635,1.0050294706829728,0
51,0.9983140229691579,0.9923540148230435,0
52,0.993963394461257,1.0179936436154058,0
53,1.0003437481257944,1.011729365124566,0
54,0.9979461433228581,0.9836566409528118,0
55,0.9782025109253596,0.9898221448315563,0
56,0.9907942868904933,0.9865559531374196,0
57,0.980779318709946,0.9709736958807782,0
58,0.9708053172272249,0.9735524392262573,0
59,0.9431607615463413,0.9693937347061772,0
60,0.9613302069561908,0.9595673298322862,0
61,0.9434871132615519,0.9268706442789167,0
62,0.9140183293060828,0.9174356174588411,0
63,0.9091171453467839,0.9245936351394541,0
64,0.9119203758223112,0.9073850781129674,0
65,0.8887793044459713,0.8891780961276566,0
66,0.8704698615474532,0.8940423186892807,0
67,0.8494534853672402,0.8701163547263766,0
68,0.8489694031873378,0.8257526756936342,0
69,0.8253203368280126,0.8160821692016609,0
70,0.7981741775220986,0.8070028483463243,0
71,0.7793204494052217,0.7903032563427637,0
72,0.773911189777284,0.7567094158356956,0
