timestamp,value-0,value-1,value-2,value-3,is_anomaly
0,0.023098338252218065,0.04043545821715662,0.03390191890578671,0.0026647700078036743,0
1,0.025852054167945417,0.022655826272695016,0.04339809992705718,0.06127237800889798,0
2,0.053362235965800545,0.03977148508582759,0.02923689070912189,0.08252174443570437,0
3,0.03159710703053545,0.05547305301448634,0.0734246140209141,0.09371123742081207,0
4,0.05803736969351535,0.09882463612545886,0.06418752294684814,0.09332092336205805,0
5,0.06292785804943431,0.119552846313882,0.0999709358154744,0.13968711929048422,0
6,0.07125504349455904,0.1181100903266134,0.10239173240814373,0.1141194429846685,0
7,0.07900070881060674,0.15281027573190098,0.09983961265594388,0.1526222858783441,0
8,0.11684768275261048,0.15623297527784633,0.11376291313190937,0.15216504267402406,0
9,0.1377232640708932,0.16290840705533932,0.144473016497441,0.1834198181691803,0
10,0.1191715484291364,0.18016612125694767,0.14733442847371736,0.22557805498389133,0
11,0.1123429101322573,0.2068919583622805,0.1651655393685586,0.23661617995590853,0
12,0.15577705340120218,0.18371587502365705,0.1515614185241565,0.2536395818280572,0
13,0.15667339032316874,0.2023589014111134,0.1948711250820377,0.24979088917574757,0
14,0.17586411297428925,0.22198023651176813,0.18339620661874,0.29629907397041405,0
15,0.18198180312425652,0.26806469749302575,0.21019990301049601,0.2854049520971643,0
16,0.20474811809820603,0.28518322258980777,0.1967451727312461,0.28631024151365475,0
17,0.17637207338045288,0.27030092897911534,0.2188589749709378,0.33342899805179466,0
18,0.1876649319155994,0.31318476686502683,0.24697884940487222,0.33680078929890767,0
19,0.2061241203330449,0.30877360724691527,0.2399623585878786,0.34338067385548204,0
20,0.22343497713737118,0.3194707683754919,0.2819515838712658,0.3993443736140424,0
21,0.2549511763734001,0.35175449037757567,0.282646985070408,0.4012760164257883,0
22,0.26379274160609917,0.3516596890338377,0.30471306395056824,0.43312316676816565,0
23,0.2717952908928828,0.36124576804465786,0.2925445710238165,0.43180291647551744,0
24,0.24906232073095458,0.35340964572485456,0.2860108268588916,0.42227374774479737,0
25,0.28413024094182043,0.3672666760407838,0.324614079334309,0.43686812245742157,0
26,0.27650664329433355,0.4119290317579241,0.3242195867148339,0.49654836157469845,0
27,0.31355105194151867,0.3980621836036626,0.3410778272687307,0.4694592980883817,0
28,0.2873517944122893,0.4449915636847336,0.36408643645049243,0.5141325257998121,0
29,0.29329327960554247,0.45292231791996945,0.37637905731723914,0.5139664384673899,0
30,0.33792633989822957,0.45825757340751044,0.35398929125462864,0.5489824497887619,0
31,0.3411995204328139,0.4843289780800587,0.4022913735563252,0.5442004993142922,0
32,0.3559416877772214,0.5118588731917241,0.3996644597784775,0.5470182737092371,0
33,0.3322526865734516,0.48778545215275254,0.4139316209588816,0.5967148962091794,0
34,0.3780475646516539,0.5164755135004457,0.4120488511988635,0.590552056804459,0
35,0.37710791379557246,0.5438104805706268,0.4291859875479494,0.617194154018666,0
36,0.38518951065626666,0.5154432880606015,0.4545993214624753,0.6428033555626298,0
37,0.3910899067341132,0.5375908022069912,0.4687920536755685,0.6535109681612372,0
38,0.40951751265725045,0.5661602575968484,0.46012543436777165,0.6498573491432842,0
39,0.4013298774457322,0.5802997986515002,0.48607616645715035,0.683673805853676,0
40,0.3964281665703791,0.569454731794645,0.47510748105267353,0.7062103929879289,0
41,0.42594893366163394,0.5978327076966768,0.5144247652935581,0.7038547033933242,0
42,0.44554939613659855,0.6156434455549809,0.5138644478860412,0.7217423095191243,0
43,0.4249443829634915,0.622863033396401,0.5326134212499161,0.7428505589466424,0
44,0.43753894634118856,0.6486684477109139,0.5281209409918062,0.7544982245346464,0
45,0.4701983778752117,0.6639928731719307,0.5260550070827112,0.7424260553883381,0
46,0.45784320333762174,0.660082803754063,0.5463231930883446,0.7867255000064138,0
47,0.46180273482344614,0.6698541281334374,0.5541222711832374,0.7506239459009694,0
48,0.5066749098335166,0.6951945261759808,0.5617929923587706,0.8103429812010114,0
49,0.4791033752213047,0.6988978834313886,0.5657963573742095,0.7848723623429184,0
