timestamp,value-0,value-1,value-2,value-3,is_anomaly
0,0.7514336721662703,0.3165132126439941,0.1536888209430462,0.9662290014954912,0
1,0.5120660977655875,0.1337801013447365,0.1614465237544991,0.434678139817208,0
2,0.6952642238873091,0.4339696408291569,0.7449901859983137,0.329059481086424,0
3,0.0456053986880945,0.0129554433753625,0.7442960611247027,0.9844622759048792,0
4,0.1327988521167942,0.0708855260055044,0.7314989787051784,0.1007563995457819,0
5,0.2284041874489806,0.729991727956577,0.8817685859349742,0.4860138894260627,0
6,0.2107707890217516,0.7680996130796768,0.3994548700620254,0.2726422733540786,0
7,0.4904165571273068,0.8101255561328211,0.3099038840489519,0.4238345496333623,0
8,0.4442436871511238,0.7841991690562649,0.6745737301385493,0.7804866185530004,0
9,0.6933857847828546,0.6052646400569138,0.2624871180709106,0.8329491896148372,0
10,0.6072787122506597,0.6894350046481807,0.7241607055515293,0.3116998544848967,0
11,0.4373144152664098,0.5282936371188105,0.3574982811678755,0.2585368230404347,0
12,0.7768327379845397,0.7566196564676194,0.8119055018961598,0.6966949957072696,0
13,0.3117273009816357,0.3250928955838068,0.5194716625522294,0.8355954572545067,0
14,0.346293163958186,0.7134832716544902,0.3417843941069599,0.338525382883627,0
15,0.7523658861706842,0.687799162189989,0.3314159663522427,0.8270212316501486,0
16,0.7846104076378139,0.7958171300181408,0.5077022006845595,0.3286396230955567,0
17,0.8497818054315455,0.6209090709421472,0.8508478767366933,0.2538270330829978,0
18,0.9756266163924744,0.4537691143766317,0.4230815792724964,0.2388166493647689,0
19,0.965025358448634,0.1553781275842037,0.4782935451072464,0.3654815931055832,0
20,0.15926330419233,0.6439959246772884,0.7747109862866183,0.2435692525332109,0
21,0.497655158463225,0.5681441135267061,0.4516792323844797,0.9215381302811207,0
22,0.4615161950957432,0.917622234288032,0.33771291910683,0.0732472997386435,0
23,0.5749672650431362,0.7922934591948207,0.4174303299906142,0.1850988629846834,0
24,0.7382400010685095,0.3293044646141636,0.6962866598308051,0.2623215026256712,0
25,0.5572882387093523,0.8463785284523971,0.3254053233312888,0.8206944686534394,0
26,0.2654296719846943,0.6112604800566493,0.2632218774475941,0.1145693109436343,0
27,0.6640232796221867,0.6035300806967723,0.4089674330381775,0.036682394833778,0
28,0.4752792678909809,0.1895281006889601,0.3724159226793617,0.586197976358219,0
29,0.9393523707641754,0.5648170136133444,0.3347365228946541,0.946226305331217,0
30,0.0259099568035241,0.5657063608365993,0.3045383738132943,0.7575101479097478,0
31,0.3312231779014774,0.4165560324391683,0.7204927868854505,0.8978185784528946,0
32,0.1825534412725461,0.2820750415882879,0.102441708234699,0.8565716028944406,0
33,0.947128250514606,0.3629059991899827,0.4284544863380805,0.4289565051406513,0
34,0.4097518656668081,0.3949849126383509,0.4406918593479941,0.153783590337018,0
35,0.0576800017659675,0.6402956940005199,0.7692012935223878,0.8101927791651462,0
36,0.6266264865013641,0.9260381433935804,0.1416114324172522,0.3195423121520387,0
37,0.3100161111399336,0.3447158427295491,0.6954590826872236,0.3514965745362773,0
38,0.5270835822005147,0.6030828194895972,0.7861241103653718,0.6158615771389914,0
39,0.3813064930030193,0.6555626976056949,0.5169354303357386,0.528402234237881,0
40,0.3351525367496392,0.0433006455255309,0.3268692178134633,0.3027179293134708,0
41,0.1003390341906538,0.1863490524492912,0.802677688510911,0.2798169528411066,0
42,0.5181580345499086,0.5454357935552137,0.5173424409462881,0.0473281351201774,0
43,0.7714621827423519,0.7354846690824278,0.8841967644220858,0.184691262585765,0
44,0.5537913051271066,0.7725753616994784,0.2550634734365207,0.7895707679600563,0
45,0.2699632839407191,0.2794857269692047,0.7975857127905825,0.3138730905896747,0
46,0.5842374118758955,0.4581110106083709,0.2100358023965598,0.9504825611858913,0
47,0.2137252399692639,0.2609483659458965,0.3653568007817095,0.4985359942104761,0
48,0.1442857160662001,0.5692302298983453,0.4751339029562752,0.3030103275294368,0
49,0.692651802512543,0.536401599645068,0.8078657327994355,0.8554047957032711,0
50,0.9801066972511348,0.1814321252566415,0.4387427810869451,0.5015189741509437,0
