timestamp,value-0,value-1,value-2,value-3,is_anomaly
0,-3.4548185064999624,-4.20847707702336,-3.5667694741803473,0.2952991170064112,0
1,-3.4368658278721256,-4.221549530722541,-3.581659509513943,0.2802817089573866,0
2,-3.419258077647942,-4.234393471105983,-3.5961837212380106,0.26386127809846105,0
3,-3.4019630605880264,-4.246945283673247,-3.6103592289271944,0.24800378260560363,0
4,-3.3849503708313984,-4.259663393492089,-3.6236451136061407,0.231812247002948,0
5,-3.3674152582192374,-4.272034328112824,-3.635474055093869,0.21339030580782303,0
6,-3.3485539015896664,-4.285086582798786,-3.6469798544307204,0.19370395904446225,0
7,-3.3291148314331105,-4.29728918361784,-3.6581534902386346,0.17471795777897547,0
8,-3.3075887320457893,-4.310170601918793,-3.669012763732774,0.1574436194695097,0
9,-3.2870178394335596,-4.32220169784952,-3.6790174905782025,0.13798610486691265,0
10,-3.2666360197564366,-4.33391642398491,-3.6881597061649725,0.11831191349172032,0
11,-3.2449028073330757,-4.344829580946074,-3.6975747401414276,0.09647870737225661,0
12,-3.223347528729431,-4.355974060188311,-3.70784064836465,0.07249646628655704,0
13,-3.201207681326583,-4.366866026258141,-3.7166658967845017,0.04637298703710835,0
14,-3.179980435826334,-4.377543949322799,-3.7240449794369983,0.020113247740504825,0
15,-3.1596829949227914,-4.389043395115919,-3.7316998613867463,-0.006276999485878232,0
16,-3.1380764037997735,-4.3993189706052815,-3.7396256410435837,-0.03383639523753312,0
17,-3.115215208008638,-4.409360817992392,-3.7466753704112365,-0.0616051769330741,0
18,-3.091895083531214,-4.419139991724301,-3.7540150812722524,-0.09057783864579183,0
19,-3.06817104293553,-4.428628301176143,-3.7622273175161522,-0.11975040326479758,0
20,-3.044133522533109,-4.437774924537013,-3.7695836143738775,-0.15102792539239807,0
21,-3.0198734637852587,-4.446553257594027,-3.7766684640763346,-0.18345305148410196,0
22,-2.9946712417315613,-4.453941111034067,-3.7840932199322816,-0.21506958735257853,0
23,-2.9685480102830644,-4.460433927988178,-3.7918856843493085,-0.24782881385563815,0
24,-2.9415243376729894,-4.467025578392601,-3.800633455359173,-0.2808183329351439,0
25,-2.9143614877783626,-4.473193356271516,-3.8080544392025235,-0.3131252845192918,0
26,-2.8885971259195182,-4.478913601611756,-3.8152695679880004,-0.34478992897286354,0
27,-2.8619946636201803,-4.48364188742044,-3.821113498260697,-0.3768055937857673,0
28,-2.835386541901678,-4.487379056483246,-3.8267592466118527,-0.4091653053910558,0
29,-2.8096052789862784,-4.491146005562436,-3.8310935040089222,-0.4428611312130093,0
30,-2.7839668212963367,-4.493925431020864,-3.8358473197071,-0.4759314567915296,0
31,-2.7570108818379886,-4.496739869806282,-3.8404660256099534,-0.5112766343521153,0
32,-2.7302753345562336,-4.499095235468573,-3.843810470198785,-0.5459800292268819,0
33,-2.703745555858572,-4.5,-3.8470009593960923,-0.5820318074489759,0
34,-2.6781480307108314,-4.499458557362384,-3.8500147164912173,-0.6165138728669115,0
35,-2.6527621116150746,-4.4985180173916355,-3.8528817428645814,-0.6523685208402865,0
36,-2.6276081946081407,-4.496186523303635,-3.8556322897254356,-0.6886294222001825,0
37,-2.6011540485005193,-4.4934878675307495,-3.8594139522558017,-0.7252842570563134,0
38,-2.574900239682763,-4.490948253809575,-3.863089109798398,-0.7603653998186664,0
39,-2.547312026876261,-4.4875770591904836,-3.866637430221112,-0.7967659083766385,0
40,-2.5191809462796337,-4.484423242515213,-3.871182099904175,-0.8344699105955073,0
41,-2.489779744395414,-4.4815170665418895,-3.8750287073216607,-0.87055261727826,0
42,-2.4606028794793557,-4.478391670257785,-3.8776256219056435,-0.9049954644375839,0
43,-2.4308507417190945,-4.47458061623039,-3.8789784617875807,-0.9406861364396875,0
44,-2.4020160216620763,-4.4705902341512616,-3.8790914991778314,-0.9746492936318265,0
45,-2.3725917847025766,-4.465907385523073,-3.880254397985663,-1.0097701183449908,0
46,-2.343328567913482,-4.461560083698089,-3.882471400159549,-1.04598019138514,0
47,-2.3134241878388595,-4.457557429660499,-3.885189497250444,-1.0812572434766423,0
48,-2.2835926451731536,-4.453387785956664,-3.8878825303781124,-1.1165764372054159,0
49,-2.2553237394826926,-4.449037961981939,-3.8905827841019565,-1.1520025683409356,0
50,-2.2271086293419864,-4.4439967847600865,-3.8933223776848536,-1.1885099724176837,0
51,-2.199696938161754,-4.4387958965597925,-3.89615946899733,-1.223119912653731,0
52,-2.172286567826688,-4.4324490731991615,-3.898540899795701,-1.2578045504707824,0
53,-2.1448164541042773,-4.425961807973653,-3.9004711101266496,-1.2915815899092664,0
54,-2.116483968536266,-4.418300056483046,-3.902564609099297,-1.3273314738161361,0
55,-2.0888138300634864,-4.409993486984559,-3.9037073700402365,-1.3611185089823485,0
56,-2.0611074961925353,-4.401571219677155,-3.904459336765031,-1.394912942364934,0
57,-2.0318900470663297,-4.393017386752483,-3.9047945916694355,-1.4287753367536646,0
58,-2.001943315020913,-4.38433955823146,-3.9058295621591097,-1.4646758552422252,0
59,-1.9712718456256657,-4.374548907538836,-3.9064205053247076,-1.4986786371838707,0
60,-1.941396545817927,-4.365193219028963,-3.9065660441643715,-1.5326641957991607,0
61,-1.9100627729470956,-4.355757804552196,-3.906263793595825,-1.568513209419627,0
62,-1.8795315023335202,-4.34624954901323,-3.905536613431217,-1.605244488252532,0
63,-1.8497708616322437,-4.336200489209052,-3.903821549226204,-1.6408786314696422,0
64,-1.8199736575462775,-4.325616769512814,-3.902229675881815,-1.67829924816254,0
65,-1.7908849912742855,-4.314503837403217,-3.900728414422992,-1.7165285668749435,0
66,-1.7617334225759418,-4.302866439472199,-3.900454575454064,-1.75554525564697,0
67,-1.732454069248865,-4.290187007787324,-3.901402741099818,-1.7952847814814676,0
68,-1.7029821862070347,-4.2764682889699674,-3.902451529448489,-1.8347743759343698,0
69,-1.6717705927679272,-4.262754964459244,-3.9036227493592484,-1.873996659403141,0
70,-1.6403751679362815,-4.249570022222959,-3.905496588696101,-1.9118903062526857,0
71,-1.6096107347850346,-4.2364171635298185,-3.9069517878212507,-1.94743834964053,0
72,-1.5802584519265368,-4.22230181325648,-3.9097115516868346,-1.9816215553122893,0
73,-1.550807936641824,-4.208244336924653,-3.912602457678751,-2.0134657437665044,0
74,-1.5220427316683427,-4.19422181581607,-3.916737698388588,-2.0439496413627847,0
75,-1.4931952847663434,-4.180187896117612,-3.9215297648320133,-2.075051248920828,0
76,-1.4642048665019836,-4.1666412634426635,-3.926391729873406,-2.106751139755077,0
77,-1.4342698138156988,-4.152563229310589,-3.9318799613431974,-2.138032172920631,0
78,-1.4033989755555538,-4.137930965401077,-3.9374080565504137,-2.1669232339260533,0
79,-1.3723420634266614,-4.123740942030329,-3.942974364428495,-2.1963604267273658,0
80,-1.3425905782244683,-4.108452514827743,-3.9480186087978897,-2.2234184087106112,0
81,-1.3141556822351554,-4.094105035701234,-3.9531231499247843,-2.251988714552896,0
82,-1.2863095227333763,-4.079679777152541,-3.9577269023138753,-2.2801474908200228,0
83,-1.2568081595002694,-4.065178005272594,-3.9618265988956587,-2.306926607800897,0
84,-1.2287000504924395,-4.050601175419363,-3.9659505550295373,-2.3332224526139744,0
85,-1.1989660140889442,-4.036970762754535,-3.9706533035884,-2.3599772344010534,0
86,-1.1683965965989613,-4.023791645801677,-3.9765162931920046,-2.386225673718114,0
87,-1.1370405284708451,-4.011091134699057,-3.982420375950027,-2.4119582832126096,0
88,-1.107204805807033,-3.998873938680789,-3.9878311919257348,-2.4372114105936795,0
89,-1.0758700050232313,-3.9871455733783434,-3.99391560140902,-2.462022345166998,0
90,-1.044602477251201,-3.9748925392009404,-4.000139137144497,-2.4864292825649104,0
91,-1.0142275397121714,-3.9625955347466535,-4.005941003660054,-2.5114261044623385,0
92,-0.9847606632897237,-3.9502372593633974,-4.013020148389826,-2.5350096578811043,0
93,-0.9539248030719785,-3.937847441606955,-4.019088091332185,-2.5571309760830263,0
94,-0.923217565889475,-3.9254325929578324,-4.026428426493796,-2.5787853330269916,0
95,-0.8925844362518451,-3.9129525910185343,-4.034480698716877,-2.599014337252496,0
96,-0.8635233990822613,-3.9003675150333166,-4.042100226653396,-2.619768550170862,0
97,-0.8344994830971908,-3.8881592778814458,-4.048700116171191,-2.6390914841643007,0
98,-0.8054605292948946,-3.8758142202743793,-4.055978775627012,-2.6569807487437758,0
99,-0.777906854484161,-3.863340520244182,-4.063322202798947,-2.6744780742527205,0
100,-0.7510819353829703,-3.8507465650089086,-4.071259710143911,-2.6906265144660972,0
101,-0.7241954319903203,-3.8385625477540746,-4.080347492076481,-2.706378246401504,0
102,-0.6980093987246612,-3.826797824242298,-4.089441117447498,-2.719776779770571,0
103,-0.6718041954654872,-3.81596071128948,-4.098565730602883,-2.733727744307925,0
104,-0.6463776329615847,-3.8050428504613314,-4.107161590261373,-2.748184391175219,0
105,-0.6225283320560155,-3.7935576042675017,-4.1163438869165,-2.761192147481669,0
106,-0.5995042497973508,-3.781539415070301,-4.124941650825172,-2.7737949462627602,0
107,-0.5765540258992656,-3.7700419697439513,-4.133511350679516,-2.787992108349188,0
108,-0.5536673447312408,-3.758601533075305,-4.14090743860337,-2.8037864427384744,0
109,-0.529316095199885,-3.747774133998005,-4.148854503511881,-2.818274262483846,0
110,-0.505039774964219,-3.736053262249623,-4.1579343534048565,-2.832460157826672,0
111,-0.4816013086659323,-3.724990510882339,-4.166443306683658,-2.8453946186750634,0
112,-0.45828141601949124,-3.713600069505647,-4.174405089276755,-2.8571270013212975,0
113,-0.43510160912907336,-3.701915129423498,-4.183544572240837,-2.8687054700652914,0
114,-0.4105305154800143,-3.6899680272027133,-4.193274854319852,-2.880133870562669,0
115,-0.3845866559675182,-3.677268595730832,-4.202451022538918,-2.891416244720482,0
116,-0.3588035765515709,-3.6658629852953704,-4.2110707353439665,-2.9026465273609166,0
117,-0.33319667731143143,-3.6552369853916713,-4.219689409746106,-2.914873557884394,0
118,-0.3070045100197656,-3.6443550435694516,-4.227745208227473,-2.927192857075666,0
119,-0.2810163227890987,-3.6342202964700436,-4.235845112173155,-2.9416092034146684,0
120,-0.2545379901965297,-3.62533793923546,-4.245154527066254,-2.9562205865675732,0
121,-0.2283911846310045,-3.6166960023587533,-4.2533836824082165,-2.9691248090182967,0
122,-0.20336193764529575,-3.608278549413111,-4.261697679046193,-2.9842357234932404,0
123,-0.17946020926566453,-3.6000458523129275,-4.268974699547924,-2.99965058700215,0
124,-0.1574721917498083,-3.5925028286574254,-4.275793346494587,-3.0144659773830096,0
125,-0.13666757412771702,-3.584636592385378,-4.282705137326324,-3.0306861835201864,0
126,-0.11479862431110366,-3.577449471542132,-4.290820021437165,-3.0463622928908243,0
127,-0.0933912089973008,-3.5709241730985393,-4.299547259350131,-3.0624529988777307,0
