timestamp,value-0,value-1,value-2,value-3,is_anomaly
0,0.009879430670201535,0.008657439216093034,0.022646409993934493,0.009601105310710756,0
1,0.015496376606587368,0.022342819938939586,0.013221917842374593,0.03188256441176476,0
2,0.04721933275955913,0.05688258266594132,0.00718161574045079,0.03619654680795788,0
3,0.05048613474750781,0.07163884001017332,0.0079608605583485,0.03687426763516492,0
4,0.05095256164689101,0.06768863598079308,-0.00975049874740735,0.03701902336597092,0
5,0.07287462580601774,0.08819449555465562,-0.019647447047162585,0.061269151375833344,0
6,0.07745767965882806,0.09063393357654038,-0.008296146727265814,0.05967731701221009,0
7,0.08568880710152593,0.11611073737631915,-0.03750453051656195,0.07435713654081973,0
8,0.10158550498302049,0.13965154170314864,-0.04214581252489415,0.08458665081751857,0
9,0.10257352258494941,0.15594509798990075,-0.024179920265233374,0.09187100420848554,0
10,0.12976373789939005,0.1509394160842932,-0.056088335842874565,0.09824966868658398,0
11,0.1106452545024711,0.17603330080357507,-0.06153207707698004,0.09348043228178698,0
12,0.13784148474229024,0.181229390104514,-0.05616089248633349,0.09389636607994313,0
13,0.13827376224176827,0.19492087023349625,-0.0756316292561599,0.10116935055950618,0
14,0.16586466199124783,0.22479617509693403,-0.05907817160797585,0.11498614301219945,0
15,0.17598987350065645,0.2506615743921557,-0.0873602193270735,0.10502643042601899,0
16,0.178283323917829,0.2580390743853021,-0.0818605339021751,0.1146374740866543,0
17,0.18759380157172564,0.27559490326796793,-0.08650294047037888,0.14604523825571436,0
18,0.19133293963004436,0.29531040117779866,-0.09394392711166119,0.14733612462013757,0
19,0.20710657939061736,0.2815422254144206,-0.08810461861088756,0.15649512307100835,0
20,0.20401725930600137,0.30323799321286443,-0.09595395413525266,0.1568050241808496,0
21,0.2087852521002556,0.3134666180741512,-0.10738742639330694,0.16564811484175992,0
22,0.22547535150159997,0.3407007239535266,-0.1254095161976016,0.1817189746716987,0
23,0.23503677412659035,0.34461480194323946,-0.11915489574350159,0.18758564519930065,0
24,0.23966472055076946,0.37106038428776056,-0.1428452378627979,0.17223795331415961,0
25,0.24893619637105352,0.39567318021432085,-0.12477239425028763,0.18316159026790246,0
26,0.27759076326794185,0.4007433370232155,-0.14258729677592227,0.18117772806683652,0
27,0.28007716828907847,0.3999687099560753,-0.15731604908388147,0.198276246069102,0
28,0.2776036346343994,0.41155485869879643,-0.16711965978277593,0.20079460293234408,0
29,0.29984159572665875,0.4299374442555137,-0.15432568130982108,0.22055410983178758,0
30,0.31360415688416354,0.4579621727021597,-0.1547229325603095,0.22468800166858546,0
31,0.3318366634114133,0.4608172204764465,-0.1738614823349489,0.23067873829238783,0
32,0.31666346517638333,0.4758201066090834,-0.18736398519943862,0.23253652682053627,0
33,0.3364690118854856,0.4796843714163936,-0.1910956448844375,0.23507778493260345,0
34,0.3551438396368243,0.5032809243883247,-0.18402609938845074,0.2584103497282369,0
35,0.3542259929892912,0.5017906142024893,-0.1946882191726215,0.2694795648522072,0
36,0.3756526375813809,0.5179445547325793,-0.19835324496088516,0.26759986402308816,0
37,0.3632127148776524,0.5511764309022489,-0.2152302109923451,0.27240492525134624,0
38,0.3787168316313205,0.5453893704971073,-0.22468410668914984,0.285971883924935,0
39,0.3836587549880306,0.5567747289089001,-0.21590303379131998,0.2996259479569695,0
40,0.3976651576258931,0.5745043917360403,-0.21654483053884332,0.2924458341977289,0
41,0.40387253129301165,0.5943037174079169,-0.21982320753425938,0.2963879306944997,0
42,0.41846846471234395,0.5991458712438226,-0.23011725135480493,0.291726196071473,0
43,0.4216101304551889,0.601620549037013,-0.244954876858771,0.3149907201273577,0
44,0.45448308691505873,0.6205693057310606,-0.2567364206221296,0.3081892657355186,0
45,0.4481842450192447,0.6254208517543411,-0.2561921704694973,0.32175459231900405,0
46,0.45309138569297897,0.6490239639965656,-0.24415278772312177,0.337658905095138,0
47,0.45782403342131495,0.6545833589144038,-0.24886105503999345,0.35167730555830706,0
48,0.48477006659372446,0.6834682363785446,-0.2691402413543979,0.3564532053996506,0
49,0.48458982965116726,0.6757637783112622,-0.2777847457388183,0.3629950681103099,0
50,0.5012413163876754,0.7068683556995619,-0.28716063058730157,0.35722535096816765,0
51,0.5043239471316177,0.6945487395725976,-0.28994603582017103,0.3714240436189534,0
52,0.5228499077224427,0.7145014211808812,-0.2985796056780104,0.36952037962007706,0
53,0.5071017911174661,0.743645028638406,-0.2866602142773948,0.3851481609841319,0
54,0.5231808338248423,0.743247178868031,-0.2934442619296269,0.39359657067796666,0
55,0.5297073061186279,0.762940524655066,-0.3036939365210423,0.38957294470162906,0
56,0.5538087863748253,0.7560770144752393,-0.31677196436875205,0.3833709987485388,0
57,0.5521336682851826,0.7584991908663814,-0.3238525737032731,0.41288242633114497,0
58,0.5674242289810179,0.7673194149438568,-0.3176702341684256,0.4187144341107487,0
59,0.5570623180023545,0.7921494294871719,-0.34256757011319383,0.41620022286361713,0
60,0.5932495342415538,0.7972186237539386,-0.3293412837684172,0.42913991201190577,0
61,0.5893291415262325,0.7954551669949641,-0.35661541648947465,0.42333978346703155,0
62,0.587621686208014,0.8225754314177174,-0.3617951125911521,0.45006759568639443,0
